Id_Curso;Disponibilidad;Fecha Creacion;Fecha Publicacion;Duracion;Origen;Idioma;Contenido;Tipo Curso;Costo;Encargado;Id Categoria ;Experto ;Titulo;Descripcion;Proveedor;Proposito formacion;Area de conocimiento ;Tipo contenido 
GRA_SA_003_0034;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Sesgos Cognitivos e inclusión en las organizaciones;;;;;
CLS_SA_007_0236;Y;;;;;;;PRES;;;SA_007;;Norma Técnica EPSA;;;;;
CLS_SA_007_0237;Y;;;;;;;PRES;;;SA_007;;RETIE;;;;;
CLS_SA_007_0238;Y;;;;;;;PRES;;;SA_007;;Procesos y Procedimientos Area Operación de la Medida;;;;;
CLS_SA_007_0158;Y;;;;;;;VIRTUAL;;;SA_007;;Atrévete a ser diferente y gestiona tus sesgos inconscientes;;;;;
CLS_SA_001_0026;Y;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía - Etapa 1 - Rol líder;;;;;
CLS_SA_001_0028;Y;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía – Etapa 2 - Rol Líder;;;;;
CLS_SA_001_0030;Y;;;;;;;VIRTUAL;;;SA_001;;Conversaciones de Buena Energía – Etapa 3 - Rol Líder;;;;;
GRA_SA_003_0033;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Rol Multiplicadores de de diversidad;;;;;
GRA_SA_003_0044;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Beneficios de una cultura diversa - Grabación;;;;;
GRA_SA_003_0057;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Retos generacionales;;;;;
GRA_SA_003_0049;Y;;;;;;;VIRTUAL;;;SA_016;;Taller de género Sesión 1 - grabación;;;;;
GRA_SA_003_0050;Y;;;;;;;VIRTUAL;;;SA_016;;Taller de género Sesión 2 - grabación;;;;;
GRA_SA_003_0048;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Diversidad y género - grabación;;;;;
GRA_SA_003_0046;Y;;;;;;;VIRTUAL;;;SA_016;;Cápsula Inteligencia Cultural;;;;;
GRA_SA_003_0015;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Sesgos Cognitivos e inclusión en las organizaciones - Externo;;;;;
CLS_SA_001_0018;Y;;;;;;;PRES;;;SA_001;;Curso Introductorio de Liderazgo CELSIA;;;;;
CLS_SA_001_0046;Y;;;;;;;VIRTUAL;;;SA_001;;Taller No 1: Autoconocimiento / Conciencia de si mismo;;;;;
CLS_SA_007_0298;Y;;;;;;;PRES;;;SA_007;;Mantenimiento de Clase Mundial;;;;;
CLS_SA_003_0052;Y;;;;;;;VIRTUAL;;;SA_003;;Seminario Movilidad Segura - Externo;;;;;
CEM_SA_003_0533;Y;;;;;;;VIRTUAL;;;SA_016;;Formación para el Comité de Diversidad e Inclusión - Externo;;;;;
GRA_SA_003_0021;Y;;;;;;;VIRTUAL;;;SA_016;;Retos generacionales - Externo;;;;;
GRA_SA_003_0014;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Sesgos Cognitivos e inclusión en las organizaciones - Externo;;;;;
CLS_SA_007_0172;Y;;;;;;;VIRTUAL;;;SA_007;;Módulo 2: Condiciones para la prestación del servicio y Condiciones del equipo de medida - Externo;;;;;
CLS_SA_007_0176;Y;;;;;;;VIRTUAL;;;SA_007;;Módulo 6: Mecanismos de defensa del usuario en sede de Celsia - Externo;;;;;
GRA_SA_003_0017;Y;;;;;;;VIRTUAL;;;SA_016;;Taller  Beneficios de una cultura diversa - Externo;;;;;
GRA_SA_003_0023;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Nuevas Masculinidades - Sesión 1 - Externo;;;;;
GRA_SA_003_0065;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Nuevas Masculinidades - Sesión 2 - Externo;;;;;
GRA_SA_003_0013;Y;;;;;;;VIRTUAL;;;SA_016;;Rol Multiplicadores de diversidad - Externo;;;;;
GRA_SA_003_0040;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Beneficios de una cultura diversa;;;;;
GRA_SA_003_0022;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio de Masculinidades Conscientes  - Externo;;;;;
GRA_SA_003_0028;Y;;;;;;;VIRTUAL;;;SA_016;;Hablemos de Diversidad Sexual? - Externo;;;;;
GRA_SA_003_0070;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Discapacidad, derechos y acciones para un mundo inclusivo;;;;;
GRA_SA_003_0018;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Diversidad y género - Externo;;;;;
CLS_SA_007_0240;Y;;;;;;;VIRTUAL;;;SA_007;;Provisión de servicio;;;;;
GRA_SA_003_0030;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Diversidad sexual en el contexto laboral - Sesión 1 - Externo;;;;;
GRA_SA_003_0072;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Diversidad sexual en el contexto laboral - Sesión 2 - Externo;;;;;
GRA_SA_003_0069;Y;;;;;;;VIRTUAL;;;SA_016;;Discapacidad, derechos y acciones para un mundo inclusivo - Grabación;;;;;
GRA_SA_003_0024;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Discapacidad derechos y acciones para un mundo inclusivo - Externo;;;;;
GRA_SA_016_0008;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Diversidad sexual en el contexto laboral;;;;;
CLS_SA_007_0271;Y;;;;;;;VIRTUAL;;;SA_007;;Novasec - Módulo Hallazgos - Externo;;;;;
GRA_SA_003_0067;Y;;;;;;;VIRTUAL;;;SA_003;;Discapacidad, Derechos y acciones para un mundo inclusivo - Sesión 1 - grabación;;;;;
GRA_SA_003_0068;Y;;;;;;;VIRTUAL;;;SA_003;;Discapacidad, Derechos y acciones para un mundo inclusivo - Sesión 2 - grabación;;;;;
GRA_SA_003_0025;Y;;;;;;;VIRTUAL;;;SA_016;;Discapacidad, Derechos y acciones para un mundo inclusivo - Sesión 1 - Externo;;;;;
GRA_SA_003_0066;Y;;;;;;;VIRTUAL;;;SA_016;;Discapacidad, Derechos y acciones para un mundo inclusivo Sesión 2 - Externo;;;;;
GRA_SA_003_0027;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Racismo - Sesión 1 - Externo;;;;;
GRA_SA_016_0009;Y;;;;;;;VIRTUAL;;;SA_016;;Taller Racismo - Sesión 2 - Externo;;;;;
GRA_SA_003_0026;Y;;;;;;;VIRTUAL;;;SA_016;;Conversatorio Racismo – Externo;;;;;
GRA_SA_016_0011;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación Taller Racismo;;;;;
CLS_SA_007_0269;Y;;;;;;;VIRTUAL;;;SA_007;;Vida intencional: Mentoring en liderazgo;;;;;
CLS_SA_001_0079;Y;;;;;;;VIRTUAL;;;SA_001;;Vida intencional : 4 niveles de consciencia humana;;;;;
CLA_SA_002_0062;Y;;;;;;;VIRTUAL;;;SA_001;;Curso Introductorio de Liderazgo CELSIA - Externo;;;;;
CLS_SA_001_0080;Y;;;;;;;VIRTUAL;;;SA_001;;Vida intencional: Círculo de la influencia y la preocupación;;;;;
CLS_SA_001_0081;Y;;;;;;;VIRTUAL;;;SA_001;;Vida intencional: Plan de autodesarrollo y sus pilares. Pasos 1, 2 y 3;;;;;
CLS_SA_001_0085;Y;;;;;;;VIRTUAL;;;SA_001;;Vida intencional: Plan de autodesarrollo y sus pilare Pasos 4 y 5;;;;;
GRA_SA_003_0064;Y;;;;;;;VIRTUAL;;;SA_016;;Evaluación - Nuevas Masculinidades;;;;;
CLS_SA_001_0086;Y;;;;;;;VIRTUAL;;;SA_001;;Vida intencional: liderazgo trascendente;;;;;
UBITS_0043;Y;;;;;;;VIRTUAL;;;SA_001;;Empodera a tu gente dejando que tomen decisiones;;;;;
UBITS_0050;Y;;;;;;;VIRTUAL;;;SA_001;;Alinear los propósitos del liderazgo;;;;;
UBITS_0112;Y;;;;;;;VIRTUAL;;;SA_001;;Rendición de cuentas;;;;;
UBITS_0067;Y;;;;;;;VIRTUAL;;;SA_001;;Gestiona la cultura del error en tu equipo;;;;;
UBITS_0068;Y;;;;;;;VIRTUAL;;;SA_002;;El rol del liderazgo en la innovación organizacional;;;;;
UBITS_0009;Y;;;;;;;VIRTUAL;;;SA_001;;Cultura de seguridad psicológica para aumentar el rendimiento;;;;;
CLS_SA_003_0018;Y;;;;;;;VIRTUAL;;;SA_002;;Investigación y Análisis de incidentes (I.A.I.). - Externo;;;;;
CLS_SA_003_0035;Y;;;;;;;VIRTUAL;;;SA_003;;Riesgo Psicosocial - Externo;;;;;
CLS_SA_003_0060;Y;;;;;;;VIRTUAL;;;SA_003;;Hombres que cuidan de si mismos: Detección temprana de cáncer próstata y testículo - Externo;;;;;
CLS_SA_007_0078;Y;;;;;;;VIRTUAL;;;SA_007;;Experiencia del cliente - Un análisis internacional de experiencias desde la perspectiva Veronorte - Externo;;;;;
CLS_SA_002_0011;Y;;;;;;;VIRTUAL;;;SA_002;;Ingenieria de Procesos y Diseño Organizacional;;;;;
CEM_SA_005_0003;Y;;;;;;;VIRTUAL;;;SA_005;;Excel Básico – Parte 1;;;;;
CLS_SA_002_0031;Y;;;;;;;VIRTUAL;;;SA_007;;Energía Eólica;;;;;
CLS_SA_007_0143;Y;;;;;;;PRES;;;SA_007;;Certificacion Paneaccion del Mantenimiento;;;;;
STRUCTURALIA_1267;Y;;;;;;;VIRTUAL;;;SA_005;;Hoja de cálculo excel (versión 2010). Nivel básico;;;;;
STRUCTURALIA_1263;Y;;;;;;;VIRTUAL;;;SA_005;;Hoja de cálculo excel (versión 2010). Nivel intermedio;;;;;
STRUCTURALIA_1073;Y;;;;;;;VIRTUAL;;;SA_007;;Generación eólica. Promoción, diseño y mantenimiento de plantas;;;;;
STRUCTURALIA_1264;Y;;;;;;;VIRTUAL;;;SA_005;;Hoja de cálculo excel (versión 2010). Nivel avanzado;;;;;
SUM_SA_005_0109;Y;;;;;;;VIRTUAL;;;SA_005;;Manejo de datos y autorrelleno;;;;;
CLS_SA_007_0272;Y;;;;;;;VIRTUAL;;;SA_007;;Herramientas de productividad 2.0;;;;;
CLS_SA_007_0268;Y;;;;;;;VIRTUAL;;;SA_007;;Vida intencional: Los 5 principios para dominar el tiempo (In focus);;;;;
UBITS_0217;Y;;;;;;;VIRTUAL;;;SA_001;;Cómo prepararme para una entrevista de trabajo;;;;;
CLS_SA_005_0043;Y;;;;;;;VIRTUAL;;;SA_005;;Proceso Gestión de Proyectos;;;;;
CLS_SA_005_0031;Y;;;;;;;VIRTUAL;;;SA_005;;Socialización EVO - Externo;;;;;
SUM_SA_012_0051;Y;;;;;;;VIRTUAL;;;SA_012;;A1 - Smart - Externo;;;;;
CLS_SA_007_0279;Y;;;;;;;VIRTUAL;;;SA_007;;Sistema de Administración Comercial - SAC - Externo;;;;;
CLS_SA_005_0016;Y;;;;;;;PRES;;;SA_005;;Fundamentos en metodologías Agiles, plataforma Azure y DevOps;;;;;
CLS_SA_001_0004;Y;;;;;;;VIRTUAL;;;SA_001;;Empatía ser mas consciente - Externo;;;;;
CLS_SA_007_0057;Y;;;;;;;VIRTUAL;;;SA_007;;Interpretación pruebas de Transformadores de potencia - Externo;;;;;
CLS_SA_007_0058;Y;;;;;;;VIRTUAL;;;SA_007;;Interpretación pruebas de Interruptores - Externo;;;;;
CLS_SA_007_0068;Y;;;;;;;VIRTUAL;;;SA_007;;WFM - Externo;;;;;
STRUCTURALIA_1098;Y;;;;;;;VIRTUAL;;;SA_007;;Técnicas de mantenimiento en sistemas primarios y sistemas de protección;;;;;
CLS_SA_003_0043;Y;;;;;;;VIRTUAL;;;SA_003;;El SGSA en Almacenes – Curso Básico - Externo;;;;;
GRA_SA_003_0046;Y;;;;;;;PRES;;;SA_003;;Capacitación en primeros auxilios;;;;;
